sample,fasta,gene_ann,amr_ann
Ecol_VC_751-2,https://zenodo.org/records/15017406/files/Ecol_VC_751-2.fasta,https://zenodo.org/records/15017406/files/Ecol_VC_751-2.gff3,https://zenodo.org/records/15017406/files/Ecol_VC_751-2.tab
